Hour,Day_of_Week,Month,Weather_Condition,Precipitation,Special_Event,Temperature_C,Parking_Duration_Min,Parking_Zone_ID,Available_Binary
4,5,5,Cloudy,0,1,3.4,30,Zone_C_Shopping,Available
19,4,12,Sunny,0,0,6.2,30,Zone_D_Residential,Available
5,5,4,Cloudy,0,0,13.5,480,Zone_E_Airport,Available
18,6,11,Cloudy,0,0,3.3,120,Zone_A_Downtown,Available
4,4,2,Heavy Rain,1,0,6.1,15,Zone_A_Downtown,Unavailable
2,6,1,Overcast,0,0,20.2,30,Zone_D_Residential,Available
0,1,3,Overcast,0,0,4.5,180,Zone_D_Residential,Available
5,1,6,Sunny,0,0,9.9,180,Zone_B_University,Available
14,0,2,Sunny,0,0,6.2,30,Zone_E_Airport,Unavailable
1,4,10,Sunny,0,0,7.8,60,Zone_D_Residential,Available
2,4,7,Sunny,0,0,13.0,90,Zone_B_University,Available
16,6,11,Overcast,0,0,12.0,15,Zone_C_Shopping,Unavailable
23,5,7,Cloudy,0,1,7.1,30,Zone_A_Downtown,Available
11,1,11,Sunny,0,1,11.0,240,Zone_E_Airport,Unavailable
17,2,3,Cloudy,0,0,19.3,180,Zone_C_Shopping,Unavailable
14,0,1,Sunny,0,0,11.2,120,Zone_E_Airport,Unavailable
11,4,9,Heavy Rain,1,0,11.8,360,Zone_E_Airport,Available
15,3,11,Cloudy,0,0,6.1,60,Zone_D_Residential,Available
7,3,5,Cloudy,0,0,16.1,360,Zone_B_University,Available
13,2,2,Overcast,0,0,3.9,120,Zone_E_Airport,Unavailable
16,1,8,Cloudy,0,0,22.6,480,Zone_C_Shopping,Available
20,1,12,Overcast,0,0,11.1,480,Zone_E_Airport,Available
7,1,10,Heavy Rain,1,0,9.5,240,Zone_B_University,Available
14,5,10,Cloudy,0,0,21.4,60,Zone_A_Downtown,Available
13,6,4,Cloudy,0,0,17.6,90,Zone_E_Airport,Unavailable
17,3,11,Cloudy,0,0,23.2,180,Zone_C_Shopping,Unavailable
19,1,10,Overcast,0,0,19.2,15,Zone_A_Downtown,Unavailable
6,3,12,Light Rain,1,0,7.1,30,Zone_A_Downtown,Available
2,2,7,Cloudy,0,0,8.0,180,Zone_D_Residential,Available
11,0,5,Sunny,0,0,13.8,480,Zone_D_Residential,Unavailable
20,6,3,Overcast,0,0,9.3,90,Zone_E_Airport,Unavailable
23,5,10,Heavy Rain,1,0,19.7,60,Zone_C_Shopping,Available
2,4,8,Light Rain,1,0,4.4,360,Zone_D_Residential,Available
19,2,2,Light Rain,1,0,10.9,240,Zone_B_University,Available
13,6,1,Sunny,0,1,9.0,30,Zone_B_University,Unavailable
14,3,5,Overcast,0,0,8.8,90,Zone_A_Downtown,Available
13,2,11,Sunny,0,0,11.8,180,Zone_A_Downtown,Available
6,4,4,Cloudy,0,0,8.7,30,Zone_A_Downtown,Available
16,6,11,Cloudy,0,1,8.8,180,Zone_B_University,Unavailable
11,5,10,Heavy Rain,1,0,3.1,480,Zone_D_Residential,Available
19,0,7,Sunny,0,1,11.6,90,Zone_D_Residential,Unavailable
3,4,9,Light Rain,1,1,6.3,240,Zone_E_Airport,Unavailable
8,6,6,Sunny,0,0,6.1,480,Zone_C_Shopping,Unavailable
5,5,11,Overcast,0,0,11.1,360,Zone_B_University,Available
15,3,1,Sunny,0,0,14.0,30,Zone_A_Downtown,Available
21,4,8,Heavy Rain,1,0,25.7,480,Zone_C_Shopping,Available
21,2,2,Overcast,0,0,6.8,360,Zone_A_Downtown,Available
20,1,4,Cloudy,0,0,17.7,120,Zone_C_Shopping,Available
20,2,3,Sunny,0,0,9.8,480,Zone_C_Shopping,Unavailable
1,3,6,Overcast,0,0,23.8,180,Zone_D_Residential,Available
23,6,2,Sunny,0,0,27.6,480,Zone_E_Airport,Available
7,0,5,Sunny,0,0,4.2,480,Zone_E_Airport,Unavailable
10,4,11,Overcast,0,0,13.1,60,Zone_A_Downtown,Available
12,6,9,Overcast,0,1,14.8,240,Zone_B_University,Available
16,0,3,Sunny,0,0,23.1,90,Zone_E_Airport,Unavailable
7,3,2,Cloudy,0,1,4.6,90,Zone_B_University,Unavailable
20,4,2,Overcast,0,0,20.1,240,Zone_A_Downtown,Unavailable
17,5,9,Heavy Rain,1,0,12.3,180,Zone_B_University,Unavailable
17,5,6,Light Rain,1,0,-2.7,90,Zone_C_Shopping,Unavailable
13,6,2,Cloudy,0,0,11.3,120,Zone_C_Shopping,Unavailable
14,2,3,Light Rain,1,0,17.4,180,Zone_A_Downtown,Available
5,6,1,Cloudy,0,1,22.9,90,Zone_B_University,Unavailable
10,2,2,Sunny,0,0,13.3,360,Zone_B_University,Available
12,3,2,Cloudy,0,0,11.5,90,Zone_A_Downtown,Available
0,5,11,Light Rain,1,0,-2.4,90,Zone_E_Airport,Unavailable
5,4,2,Heavy Rain,1,0,14.7,15,Zone_D_Residential,Available
8,5,7,Heavy Rain,1,0,6.8,180,Zone_E_Airport,Unavailable
7,2,3,Overcast,0,0,9.7,15,Zone_D_Residential,Available
10,6,11,Cloudy,0,0,19.1,480,Zone_B_University,Available
21,3,4,Sunny,0,0,16.3,120,Zone_D_Residential,Available
18,5,2,Sunny,0,0,15.8,30,Zone_D_Residential,Unavailable
23,3,5,Cloudy,0,0,4.9,480,Zone_B_University,Unavailable
8,5,9,Overcast,0,0,0.7,360,Zone_C_Shopping,Available
16,6,12,Cloudy,0,0,6.4,90,Zone_D_Residential,Unavailable
11,0,9,Overcast,0,0,2.0,60,Zone_A_Downtown,Unavailable
13,6,7,Overcast,0,0,20.7,90,Zone_E_Airport,Available
14,5,12,Heavy Rain,1,0,13.5,90,Zone_B_University,Available
15,2,8,Sunny,0,0,26.8,480,Zone_B_University,Available
21,6,5,Overcast,0,0,15.6,180,Zone_D_Residential,Unavailable
21,4,5,Cloudy,0,0,23.4,90,Zone_C_Shopping,Available
19,2,12,Sunny,0,1,15.4,30,Zone_C_Shopping,Available
0,2,3,Cloudy,0,0,20.9,480,Zone_E_Airport,Unavailable
9,2,6,Sunny,0,0,12.1,240,Zone_E_Airport,Unavailable
7,3,1,Cloudy,0,0,22.0,120,Zone_C_Shopping,Unavailable
17,1,3,Overcast,0,0,18.9,30,Zone_C_Shopping,Unavailable
0,1,11,Light Rain,1,0,0.9,15,Zone_C_Shopping,Available
1,0,2,Light Rain,1,0,19.2,240,Zone_D_Residential,Available
0,2,7,Cloudy,0,0,17.4,60,Zone_A_Downtown,Available
0,1,9,Heavy Rain,1,0,-3.4,360,Zone_E_Airport,Unavailable
8,0,4,Light Rain,1,0,10.9,90,Zone_B_University,Unavailable
12,3,7,Overcast,0,0,20.4,120,Zone_C_Shopping,Unavailable
0,2,8,Sunny,0,1,-5.4,60,Zone_C_Shopping,Unavailable
12,4,10,Sunny,0,0,17.4,240,Zone_A_Downtown,Available
19,3,2,Light Rain,1,0,15.0,90,Zone_C_Shopping,Available
21,0,7,Cloudy,0,0,12.4,15,Zone_E_Airport,Unavailable
6,3,12,Sunny,0,0,37.3,120,Zone_C_Shopping,Available
1,4,3,Cloudy,0,0,17.8,30,Zone_A_Downtown,Available
5,3,8,Sunny,0,0,7.7,240,Zone_D_Residential,Available
6,0,6,Light Rain,1,0,9.7,30,Zone_E_Airport,Available
13,4,3,Light Rain,1,1,19.2,90,Zone_D_Residential,Unavailable
17,4,8,Cloudy,0,0,16.9,30,Zone_B_University,Unavailable
14,3,11,Sunny,0,1,9.9,240,Zone_A_Downtown,Available
1,4,3,Cloudy,0,0,20.0,60,Zone_B_University,Available
9,6,9,Sunny,0,0,3.7,30,Zone_B_University,Available
22,3,11,Cloudy,0,1,19.1,30,Zone_B_University,Available
11,2,3,Light Rain,1,0,8.3,30,Zone_B_University,Unavailable
16,4,1,Sunny,0,0,17.2,180,Zone_A_Downtown,Unavailable
7,3,2,Cloudy,0,0,26.5,360,Zone_D_Residential,Available
10,2,4,Sunny,0,1,-2.9,240,Zone_C_Shopping,Unavailable
2,4,11,Cloudy,0,0,9.2,15,Zone_B_University,Available
5,2,2,Sunny,0,0,-5.5,60,Zone_C_Shopping,Available
8,5,4,Cloudy,0,0,17.1,360,Zone_C_Shopping,Available
5,4,4,Cloudy,0,1,21.3,360,Zone_B_University,Available
8,5,4,Light Rain,1,0,6.7,480,Zone_E_Airport,Unavailable
6,0,1,Cloudy,0,0,15.5,240,Zone_C_Shopping,Unavailable
8,0,9,Overcast,0,0,14.6,120,Zone_E_Airport,Unavailable
17,3,10,Heavy Rain,1,0,14.8,60,Zone_D_Residential,Unavailable
11,1,11,Overcast,0,0,17.2,360,Zone_C_Shopping,Available
7,5,7,Cloudy,0,0,16.4,120,Zone_A_Downtown,Available
7,5,2,Sunny,0,0,8.4,120,Zone_D_Residential,Unavailable
17,0,3,Light Rain,1,0,9.1,360,Zone_D_Residential,Unavailable
19,5,8,Overcast,0,0,0.1,360,Zone_E_Airport,Available
14,1,7,Sunny,0,0,-5.0,360,Zone_B_University,Unavailable
6,2,4,Sunny,0,0,11.7,90,Zone_A_Downtown,Unavailable
10,2,4,Cloudy,0,1,25.7,60,Zone_A_Downtown,Unavailable
19,1,9,Sunny,0,1,4.2,180,Zone_E_Airport,Unavailable
15,5,5,Overcast,0,1,7.3,120,Zone_E_Airport,Available
3,5,11,Sunny,0,1,12.5,120,Zone_D_Residential,Available
5,5,5,Cloudy,0,0,9.3,120,Zone_E_Airport,Available
21,6,7,Sunny,0,0,11.8,60,Zone_B_University,Available
2,3,1,Cloudy,0,0,14.8,240,Zone_D_Residential,Available
8,4,3,Sunny,0,0,13.7,120,Zone_D_Residential,Unavailable
9,1,2,Overcast,0,0,4.3,90,Zone_D_Residential,Available
13,1,11,Heavy Rain,1,0,3.5,90,Zone_A_Downtown,Available
10,6,10,Light Rain,1,0,13.7,240,Zone_A_Downtown,Available
17,1,6,Sunny,0,0,1.2,15,Zone_D_Residential,Unavailable
21,1,11,Cloudy,0,0,20.7,360,Zone_B_University,Available
11,6,12,Cloudy,0,0,14.3,15,Zone_C_Shopping,Unavailable
22,1,6,Heavy Rain,1,0,21.0,180,Zone_D_Residential,Available
11,5,10,Light Rain,1,0,16.1,90,Zone_E_Airport,Available
12,6,1,Sunny,0,1,11.4,240,Zone_C_Shopping,Unavailable
12,3,6,Sunny,0,0,20.1,180,Zone_A_Downtown,Available
18,0,10,Overcast,0,0,11.8,120,Zone_A_Downtown,Unavailable
18,5,2,Sunny,0,0,8.7,120,Zone_C_Shopping,Unavailable
22,5,11,Heavy Rain,1,0,-1.2,180,Zone_E_Airport,Available
13,4,4,Heavy Rain,1,0,10.8,240,Zone_A_Downtown,Unavailable
3,6,6,Light Rain,1,0,5.6,60,Zone_A_Downtown,Available
12,0,3,Sunny,0,0,6.1,60,Zone_D_Residential,Unavailable
7,1,3,Cloudy,0,0,8.0,240,Zone_B_University,Unavailable
22,0,12,Cloudy,0,0,16.1,60,Zone_E_Airport,Available
20,3,3,Light Rain,1,0,3.8,240,Zone_D_Residential,Available
22,2,4,Sunny,0,0,1.5,30,Zone_B_University,Available
18,5,9,Cloudy,0,0,-2.3,360,Zone_A_Downtown,Unavailable
11,6,4,Sunny,0,0,15.4,480,Zone_B_University,Available
17,6,4,Cloudy,0,0,17.4,180,Zone_A_Downtown,Unavailable
5,0,4,Heavy Rain,1,0,7.7,30,Zone_D_Residential,Available
17,4,7,Heavy Rain,1,0,8.2,480,Zone_A_Downtown,Unavailable
18,3,5,Light Rain,1,0,18.9,120,Zone_B_University,Unavailable
21,2,12,Heavy Rain,1,0,10.8,90,Zone_D_Residential,Available
4,3,2,Sunny,0,0,15.0,240,Zone_B_University,Available
23,6,7,Overcast,0,0,13.8,180,Zone_B_University,Available
8,1,3,Cloudy,0,0,4.0,90,Zone_C_Shopping,Available
2,2,11,Cloudy,0,0,15.4,30,Zone_A_Downtown,Available
9,6,1,Cloudy,0,0,13.3,90,Zone_A_Downtown,Unavailable
18,4,9,Light Rain,1,0,7.4,15,Zone_B_University,Unavailable
2,2,5,Cloudy,0,0,9.3,360,Zone_A_Downtown,Available
21,6,10,Overcast,0,0,1.0,90,Zone_E_Airport,Available
14,4,1,Overcast,0,0,18.4,30,Zone_A_Downtown,Unavailable
0,1,11,Sunny,0,0,13.5,120,Zone_D_Residential,Available
6,4,1,Sunny,0,0,13.0,15,Zone_A_Downtown,Available
11,3,1,Light Rain,1,0,12.6,30,Zone_E_Airport,Unavailable
16,0,12,Cloudy,0,1,15.1,360,Zone_B_University,Unavailable
20,3,9,Light Rain,1,0,-0.0,90,Zone_A_Downtown,Available
23,6,8,Sunny,0,0,34.0,480,Zone_D_Residential,Available
19,6,11,Light Rain,1,0,17.7,90,Zone_E_Airport,Available
4,5,6,Light Rain,1,0,14.9,30,Zone_C_Shopping,Unavailable
3,3,10,Cloudy,0,0,26.8,360,Zone_B_University,Available
11,2,6,Cloudy,0,0,14.8,90,Zone_B_University,Available
19,1,6,Cloudy,0,0,27.4,360,Zone_B_University,Unavailable
23,5,4,Sunny,0,0,29.0,30,Zone_E_Airport,Unavailable
17,5,5,Overcast,0,0,22.9,90,Zone_A_Downtown,Unavailable
16,5,10,Sunny,0,0,12.0,15,Zone_A_Downtown,Unavailable
18,6,3,Light Rain,1,0,11.5,360,Zone_A_Downtown,Unavailable
8,0,3,Light Rain,1,0,9.1,180,Zone_A_Downtown,Unavailable
3,4,10,Overcast,0,0,18.5,30,Zone_B_University,Available
20,2,7,Sunny,0,0,3.8,60,Zone_C_Shopping,Unavailable
1,6,5,Sunny,0,0,10.8,180,Zone_B_University,Unavailable
3,1,8,Light Rain,1,0,-5.5,480,Zone_C_Shopping,Available
1,6,5,Light Rain,1,0,3.7,240,Zone_C_Shopping,Available
14,0,12,Cloudy,0,1,12.8,480,Zone_A_Downtown,Available
1,6,4,Cloudy,0,0,16.7,90,Zone_D_Residential,Available
3,6,3,Cloudy,0,0,20.1,360,Zone_E_Airport,Available
5,3,12,Light Rain,1,0,12.6,30,Zone_D_Residential,Available
6,1,2,Overcast,0,0,7.6,30,Zone_C_Shopping,Available
9,5,3,Sunny,0,0,7.3,90,Zone_D_Residential,Unavailable
18,1,7,Overcast,0,0,6.8,60,Zone_C_Shopping,Available
18,1,8,Sunny,0,0,28.3,360,Zone_B_University,Unavailable
21,3,5,Overcast,0,0,8.6,30,Zone_B_University,Available
11,4,11,Light Rain,1,1,15.1,90,Zone_A_Downtown,Available
2,6,1,Light Rain,1,1,10.1,480,Zone_E_Airport,Unavailable
12,2,3,Overcast,0,0,16.8,480,Zone_B_University,Unavailable
17,5,4,Sunny,0,0,4.2,90,Zone_E_Airport,Unavailable
7,4,10,Light Rain,1,0,7.7,60,Zone_A_Downtown,Available
20,0,12,Light Rain,1,0,15.6,15,Zone_E_Airport,Available
14,6,4,Overcast,0,0,6.6,15,Zone_B_University,Available
0,5,12,Sunny,0,0,17.4,360,Zone_B_University,Available
2,2,1,Sunny,0,1,16.2,480,Zone_D_Residential,Unavailable
7,6,10,Sunny,0,0,12.0,480,Zone_D_Residential,Available
3,0,9,Sunny,0,0,10.3,120,Zone_D_Residential,Available
15,3,12,Sunny,0,0,10.5,30,Zone_E_Airport,Unavailable
22,4,10,Sunny,0,0,18.6,240,Zone_B_University,Unavailable
9,6,4,Heavy Rain,1,0,16.1,90,Zone_A_Downtown,Available
11,5,2,Overcast,0,1,24.6,90,Zone_C_Shopping,Unavailable
13,1,9,Cloudy,0,0,2.0,90,Zone_B_University,Unavailable
13,2,4,Sunny,0,0,0.5,60,Zone_D_Residential,Unavailable
1,6,4,Heavy Rain,1,0,9.2,90,Zone_D_Residential,Available
22,5,11,Cloudy,0,0,10.2,30,Zone_E_Airport,Available
4,1,6,Heavy Rain,1,0,11.4,480,Zone_D_Residential,Available
4,5,8,Overcast,0,0,24.2,240,Zone_E_Airport,Available
5,6,5,Sunny,0,1,14.7,15,Zone_A_Downtown,Unavailable
12,0,12,Light Rain,1,0,13.8,120,Zone_D_Residential,Unavailable
8,1,8,Cloudy,0,0,7.6,30,Zone_E_Airport,Unavailable
21,1,1,Cloudy,0,0,10.8,60,Zone_D_Residential,Unavailable
14,5,4,Light Rain,1,1,13.2,60,Zone_E_Airport,Available
13,3,1,Light Rain,1,0,10.8,240,Zone_B_University,Available
23,6,3,Light Rain,1,0,13.3,60,Zone_E_Airport,Available
6,3,11,Light Rain,1,0,15.3,240,Zone_C_Shopping,Available
19,4,7,Overcast,0,0,19.4,360,Zone_A_Downtown,Available
1,0,1,Overcast,0,0,19.4,30,Zone_B_University,Available
6,3,5,Light Rain,1,0,14.9,15,Zone_A_Downtown,Available
5,5,1,Overcast,0,0,22.1,180,Zone_B_University,Available
16,6,6,Sunny,0,0,14.6,480,Zone_D_Residential,Available
1,3,9,Overcast,0,1,5.7,180,Zone_E_Airport,Available
2,4,3,Sunny,0,1,-0.8,360,Zone_D_Residential,Unavailable
4,2,11,Sunny,0,0,23.0,120,Zone_A_Downtown,Available
4,4,11,Sunny,0,0,7.5,360,Zone_A_Downtown,Available
0,1,12,Sunny,0,1,19.4,90,Zone_B_University,Unavailable
7,6,6,Sunny,0,0,23.9,180,Zone_A_Downtown,Available
11,1,4,Sunny,0,1,4.6,360,Zone_E_Airport,Available
23,3,6,Overcast,0,0,5.3,15,Zone_A_Downtown,Available
3,3,2,Sunny,0,0,19.4,180,Zone_D_Residential,Available
12,4,4,Sunny,0,0,15.5,360,Zone_E_Airport,Unavailable
22,4,7,Light Rain,1,0,10.0,120,Zone_A_Downtown,Available
14,5,11,Light Rain,1,0,14.4,60,Zone_C_Shopping,Available
10,0,6,Cloudy,0,0,18.0,120,Zone_C_Shopping,Unavailable
9,5,9,Light Rain,1,0,18.8,60,Zone_D_Residential,Unavailable
2,1,11,Overcast,0,0,23.8,180,Zone_B_University,Available
21,5,7,Sunny,0,0,6.9,180,Zone_B_University,Available
13,4,1,Light Rain,1,0,21.6,120,Zone_A_Downtown,Available
15,6,6,Heavy Rain,1,0,27.7,240,Zone_E_Airport,Available
9,5,11,Overcast,0,0,16.3,240,Zone_B_University,Unavailable
9,2,3,Sunny,0,0,24.3,180,Zone_C_Shopping,Available
11,0,8,Sunny,0,0,10.6,180,Zone_B_University,Available
8,4,1,Sunny,0,0,13.6,90,Zone_C_Shopping,Unavailable
0,6,10,Cloudy,0,0,16.2,90,Zone_B_University,Available
4,3,2,Cloudy,0,0,13.4,60,Zone_D_Residential,Available
19,5,3,Cloudy,0,0,6.4,240,Zone_E_Airport,Available
7,4,3,Cloudy,0,0,3.3,60,Zone_A_Downtown,Available
10,3,7,Cloudy,0,0,19.9,480,Zone_C_Shopping,Available
11,3,8,Cloudy,0,1,19.2,480,Zone_B_University,Unavailable
0,1,9,Sunny,0,0,-1.4,180,Zone_A_Downtown,Available
21,1,7,Cloudy,0,0,17.6,240,Zone_C_Shopping,Available
19,6,8,Heavy Rain,1,1,15.1,60,Zone_C_Shopping,Unavailable
10,4,11,Overcast,0,0,7.8,60,Zone_D_Residential,Unavailable
4,6,6,Cloudy,0,0,15.0,15,Zone_B_University,Available
14,4,2,Sunny,0,0,4.4,180,Zone_A_Downtown,Available
4,2,1,Sunny,0,0,8.7,60,Zone_B_University,Available
11,0,3,Overcast,0,0,5.5,15,Zone_B_University,Available
4,0,9,Cloudy,0,0,19.1,360,Zone_E_Airport,Available
16,4,7,Sunny,0,0,9.5,360,Zone_C_Shopping,Available
16,1,2,Sunny,0,0,8.2,360,Zone_C_Shopping,Unavailable
23,5,1,Cloudy,0,1,6.4,360,Zone_E_Airport,Available
11,6,2,Sunny,0,1,18.0,120,Zone_E_Airport,Unavailable
23,2,3,Heavy Rain,1,0,17.0,240,Zone_B_University,Available
14,0,6,Sunny,0,0,9.1,60,Zone_C_Shopping,Available
14,4,12,Heavy Rain,1,0,15.5,30,Zone_A_Downtown,Available
5,1,9,Overcast,0,0,-11.2,180,Zone_D_Residential,Available
11,1,8,Cloudy,0,0,5.3,15,Zone_E_Airport,Available
19,1,10,Cloudy,0,0,21.6,30,Zone_A_Downtown,Available
17,6,9,Cloudy,0,0,10.2,240,Zone_A_Downtown,Unavailable
13,5,11,Overcast,0,0,2.9,480,Zone_B_University,Available
1,3,11,Sunny,0,0,26.1,240,Zone_E_Airport,Available
8,6,8,Sunny,0,0,-1.0,360,Zone_A_Downtown,Unavailable
4,5,7,Cloudy,0,0,2.2,360,Zone_D_Residential,Available
19,1,6,Sunny,0,0,5.0,60,Zone_A_Downtown,Unavailable
0,4,8,Sunny,0,1,6.2,180,Zone_D_Residential,Available
22,2,6,Heavy Rain,1,1,22.9,30,Zone_D_Residential,Available
2,5,2,Light Rain,1,0,10.5,480,Zone_D_Residential,Available
5,4,9,Light Rain,1,1,30.6,240,Zone_E_Airport,Unavailable
4,6,9,Cloudy,0,0,-3.5,60,Zone_D_Residential,Available
20,6,3,Sunny,0,0,20.0,180,Zone_E_Airport,Available
4,1,9,Sunny,0,0,8.8,15,Zone_A_Downtown,Available
0,2,2,Heavy Rain,1,0,8.8,240,Zone_D_Residential,Available
16,0,12,Light Rain,1,0,8.3,480,Zone_C_Shopping,Unavailable
18,0,3,Cloudy,0,0,9.7,120,Zone_A_Downtown,Unavailable
13,6,6,Overcast,0,0,19.1,480,Zone_C_Shopping,Available
11,4,4,Light Rain,1,1,6.8,360,Zone_C_Shopping,Unavailable
9,2,8,Overcast,0,1,12.0,360,Zone_B_University,Available
19,4,1,Light Rain,1,1,20.7,180,Zone_E_Airport,Unavailable
20,2,6,Sunny,0,0,-4.9,60,Zone_B_University,Unavailable
17,2,2,Cloudy,0,0,28.4,90,Zone_E_Airport,Available
23,6,6,Overcast,0,1,21.8,15,Zone_B_University,Available
10,4,1,Overcast,0,0,16.0,180,Zone_A_Downtown,Available
1,6,2,Heavy Rain,1,0,15.3,240,Zone_C_Shopping,Available
17,2,9,Light Rain,1,0,14.0,480,Zone_A_Downtown,Available
6,5,6,Sunny,0,1,7.3,120,Zone_E_Airport,Unavailable
23,1,8,Sunny,0,0,19.0,30,Zone_C_Shopping,Available
14,2,7,Overcast,0,0,10.6,240,Zone_C_Shopping,Unavailable
10,5,9,Sunny,0,0,4.1,240,Zone_E_Airport,Unavailable
17,2,9,Sunny,0,0,22.3,120,Zone_A_Downtown,Unavailable
22,5,11,Overcast,0,0,5.1,30,Zone_C_Shopping,Unavailable
11,4,4,Cloudy,0,0,19.3,240,Zone_A_Downtown,Available
5,0,7,Light Rain,1,0,10.8,15,Zone_A_Downtown,Available
19,3,5,Cloudy,0,0,16.7,180,Zone_A_Downtown,Unavailable
22,2,7,Cloudy,0,0,4.4,180,Zone_C_Shopping,Available
12,3,4,Sunny,0,0,4.2,180,Zone_D_Residential,Available
19,2,12,Overcast,0,1,18.2,60,Zone_B_University,Unavailable
15,4,10,Overcast,0,0,24.4,60,Zone_E_Airport,Available
17,4,11,Sunny,0,0,21.7,15,Zone_A_Downtown,Available
9,5,11,Sunny,0,0,14.7,90,Zone_C_Shopping,Unavailable
22,2,1,Sunny,0,0,3.2,240,Zone_E_Airport,Available
7,4,4,Overcast,0,0,-5.3,15,Zone_D_Residential,Available
17,4,10,Sunny,0,0,27.2,30,Zone_D_Residential,Unavailable
20,2,3,Sunny,0,0,7.7,30,Zone_C_Shopping,Available
0,5,9,Sunny,0,0,22.7,120,Zone_A_Downtown,Available
22,5,5,Light Rain,1,0,16.7,360,Zone_D_Residential,Unavailable
7,5,4,Sunny,0,0,-4.8,120,Zone_D_Residential,Unavailable
5,5,8,Sunny,0,1,10.7,15,Zone_D_Residential,Unavailable
4,0,5,Sunny,0,0,15.7,15,Zone_C_Shopping,Available
14,2,3,Cloudy,0,0,-1.3,120,Zone_E_Airport,Unavailable
21,6,2,Overcast,0,0,8.9,30,Zone_B_University,Available
14,0,8,Cloudy,0,0,3.4,60,Zone_C_Shopping,Available
1,4,12,Cloudy,0,0,23.4,30,Zone_A_Downtown,Available
0,0,2,Heavy Rain,1,0,5.5,480,Zone_C_Shopping,Available
22,6,8,Light Rain,1,0,15.5,120,Zone_C_Shopping,Unavailable
22,6,5,Cloudy,0,1,5.4,15,Zone_B_University,Available
10,6,8,Sunny,0,1,6.7,60,Zone_B_University,Available
9,5,5,Overcast,0,0,10.7,360,Zone_B_University,Unavailable
17,4,1,Overcast,0,0,12.9,90,Zone_E_Airport,Unavailable
17,0,12,Heavy Rain,1,0,12.4,360,Zone_C_Shopping,Unavailable
16,0,11,Heavy Rain,1,1,-1.4,15,Zone_A_Downtown,Unavailable
7,2,11,Overcast,0,1,19.4,360,Zone_B_University,Unavailable
14,0,2,Sunny,0,0,24.4,480,Zone_B_University,Available
7,4,6,Sunny,0,1,13.5,240,Zone_C_Shopping,Unavailable
16,5,3,Light Rain,1,0,11.0,60,Zone_A_Downtown,Available
11,2,8,Overcast,0,0,20.8,30,Zone_B_University,Available
7,0,5,Overcast,0,0,16.4,15,Zone_C_Shopping,Available
13,2,3,Overcast,0,0,12.0,240,Zone_D_Residential,Available
3,3,12,Cloudy,0,0,8.6,15,Zone_E_Airport,Available
0,2,10,Overcast,0,0,12.3,180,Zone_C_Shopping,Available
0,6,7,Sunny,0,0,-2.2,15,Zone_B_University,Available
18,5,8,Cloudy,0,1,14.3,90,Zone_A_Downtown,Unavailable
15,6,4,Sunny,0,0,24.0,120,Zone_D_Residential,Available
13,3,11,Overcast,0,0,-4.5,15,Zone_A_Downtown,Available
20,6,9,Cloudy,0,0,-6.3,360,Zone_A_Downtown,Available
15,3,6,Overcast,0,0,18.8,240,Zone_A_Downtown,Unavailable
4,2,1,Heavy Rain,1,0,29.6,15,Zone_C_Shopping,Available
8,4,5,Overcast,0,0,28.1,120,Zone_C_Shopping,Available
1,5,5,Cloudy,0,0,10.4,90,Zone_E_Airport,Available
17,4,7,Sunny,0,0,17.4,15,Zone_D_Residential,Unavailable
5,5,7,Sunny,0,0,22.0,90,Zone_A_Downtown,Unavailable
8,5,6,Heavy Rain,1,0,0.8,90,Zone_B_University,Unavailable
0,6,8,Overcast,0,0,-2.2,180,Zone_A_Downtown,Available
8,6,2,Cloudy,0,0,10.5,90,Zone_D_Residential,Unavailable
15,4,7,Sunny,0,0,5.0,120,Zone_A_Downtown,Unavailable
12,1,10,Light Rain,1,0,14.8,60,Zone_C_Shopping,Unavailable
8,3,7,Cloudy,0,1,9.4,240,Zone_C_Shopping,Unavailable
20,6,4,Cloudy,0,0,26.9,60,Zone_D_Residential,Unavailable
12,6,12,Sunny,0,0,17.9,120,Zone_E_Airport,Unavailable
8,6,10,Sunny,0,0,11.0,30,Zone_A_Downtown,Unavailable
10,2,2,Sunny,0,0,-4.2,360,Zone_D_Residential,Available
3,4,4,Overcast,0,1,15.9,90,Zone_B_University,Available
1,4,4,Sunny,0,1,14.7,15,Zone_B_University,Available
5,6,12,Sunny,0,1,10.4,30,Zone_E_Airport,Available
13,2,12,Cloudy,0,0,7.7,240,Zone_C_Shopping,Unavailable
3,6,6,Overcast,0,0,8.0,240,Zone_D_Residential,Available
5,3,7,Sunny,0,0,24.2,30,Zone_A_Downtown,Available
18,2,3,Cloudy,0,0,23.1,360,Zone_D_Residential,Available
5,6,10,Sunny,0,0,9.6,15,Zone_E_Airport,Available
1,5,1,Light Rain,1,0,15.7,90,Zone_D_Residential,Available
17,1,3,Light Rain,1,0,16.2,360,Zone_E_Airport,Unavailable
12,5,9,Heavy Rain,1,1,2.2,120,Zone_E_Airport,Unavailable
8,1,1,Overcast,0,0,6.8,360,Zone_E_Airport,Available
22,2,8,Overcast,0,0,23.0,360,Zone_D_Residential,Available
18,5,2,Overcast,0,0,4.3,480,Zone_B_University,Available
12,3,6,Light Rain,1,0,7.9,15,Zone_A_Downtown,Available
10,5,3,Light Rain,1,0,10.7,15,Zone_E_Airport,Unavailable
